ID,Thông điệp,Ý nghĩa,Cơ chế game
15,Ta không đứng trên cao để soi mói tội lỗi. Ta đang trải nghiệm cuộc sống cùng con.,"Hãy sống thoải mái, Thượng đế không ghi sổ phạt mà đang đồng hành cùng con qua mọi thăng trầm.","Loại bỏ hoàn toàn màn hình phạt khi nhân vật thất bại (Game Over), cho phép hồi sinh ngay."
16,Con có quyền năng tự tạo ra thực tại của mình bằng suy nghĩ.,Suy nghĩ tích cực hay tiêu cực sẽ trực tiếp hút về những sự kiện tương ứng trong đời con.,Chọn trạng thái 'Tự tin' giúp tăng tỉ lệ rơi vật phẩm hiếm khi làm nhiệm vụ.
17,Con là một phần tuyệt vời của Thượng đế dưới hình hài con người.,Con sinh ra đã là một món quà vô giá của tạo hóa. Đừng tự ti hay so sánh mình với ai.,Nhân vật được tự do tùy biến ngoại hình và không bị giới hạn chỉ số theo hệ phái.
18,Trái Đất này chính là thiên đường nếu con biết trân trọng những gì mình đang có.,"Hạnh phúc không ở đâu xa, nó nằm ngay ở cách con cảm nhận vẻ đẹp của thiên nhiên xung quanh.",Mở khóa tính năng chụp ảnh phong cảnh trong game để đổi lấy điểm bình yên.
19,Ta không cần con phải thờ cúng. Ta chỉ muốn con nhận ra giá trị của chính mình.,"Tôn giáo đích thực là lòng tử tế và sự tự tin vào bản thân con, chứ không phải lễ nghi hình thức.","Bỏ qua các nhiệm vụ bái tế rườm rà, người chơi vẫn nhận được phúc lành nhờ làm việc tốt."
20,Mọi sự xảy ra đều có lý do của nó và hoàn hảo theo cách riêng.,"Thay vì oán trách nghịch cảnh, hãy tìm xem nó mang lại cho con bài học gì để trưởng thành.","Khi nhiệm vụ thất bại, người chơi vẫn nhận được điểm tích lũy học hỏi để nâng cấp."
21,Cuộc đời là một sân chơi để con tự vẽ nên phiên bản mình muốn trở thành.,Đừng sống như một nạn nhân. Con có quyền tự quyết định hướng đi của cuộc đời mình.,Hệ thống nghề nghiệp mở (Sandbox class) cho phép tự do kết hợp các kỹ năng.
22,"Khi con khẳng định 'Tôi là...', con đang bắt đầu tạo ra điều đó.",Lời nói có sức mạnh rất lớn. Đừng tự dán nhãn mình là kẻ thất bại hay yếu đuối.,Chọn danh hiệu cho nhân vật (ví dụ: 'Người dũng cảm') sẽ tăng vĩnh viễn chỉ số tương ứng.
23,"Ba bước để tạo ra thực tại: Suy nghĩ, Nói ra và Hành động.","Muốn đạt được điều gì, trước hết hãy nghĩ về nó, chia sẻ nó và bắt tay vào làm.","Chuỗi nhiệm vụ gồm 3 giai đoạn: Lập kế hoạch, Thảo luận hội thoại, Thực hiện hành động."
24,"Cái gì con nghĩ đến nhiều nhất, cái đó sẽ xuất hiện trong đời con.",Hãy tập trung vào những điều con mong muốn thay vì suốt ngày lo sợ về những điều tồi tệ.,Bản đồ tự động sinh ra quái vật dựa trên những nỗi sợ mà người chơi chọn né tránh.
25,Đừng cầu xin vì thiếu thốn. Hãy cảm ơn vì mọi thứ đã sẵn sàng.,"Thay vì than vãn 'tôi thiếu tiền/sức khỏe', hãy biết ơn vì vũ trụ luôn có sẵn giải pháp cho con.",Kỹ năng 'Biết ơn' giúp tăng gấp đôi lượng phần thưởng nhận được sau khi hoàn thành ải.
26,"Hãy chọn trạng thái sống trước, hành động và kết quả sẽ tự theo sau.","Muốn hạnh phúc thì hãy chọn vui vẻ trước, chứ đừng chờ có tiền rồi mới chịu vui vẻ.",Chọn biểu cảm cảm xúc (Emote) vui vẻ trước trận đấu giúp tăng 10% sát thương.
27,Hãy ngừng đổ lỗi cho hoàn cảnh. Con là người làm chủ cuộc chơi này.,Đổ lỗi chỉ làm con yếu đi. Chấp nhận thực tế và tìm cách giải quyết mới là khôn ngoan.,Nhân vật được hồi lại toàn bộ năng lượng khi người chơi không chọn các dòng thoại đổ lỗi.
28,Không có một sự thật tuyệt đối. Góc nhìn của con quyết định tất cả.,Một sự việc là cơ hội hay rắc rối hoàn toàn phụ thuộc vào cách con nhìn nhận nó.,Sử dụng kính lọc góc nhìn để phát hiện các lối đi bí mật bị che khuất.
29,"Càng chống cự và ghét bỏ điều gì, con càng làm nó bám dai dẳng.","Thay vì tốn sức cãi vã hay né tránh rắc rối, hãy bình thản đối mặt và bước qua nó.","Quái vật sẽ đuổi theo dai dẳng nếu người chơi bỏ chạy, nhưng sẽ dừng lại nếu người chơi đứng im."
30,Kiếm tiền từ việc giúp đỡ và gieo sự tử tế là điều hoàn toàn xứng đáng.,Đừng ngại nhận phần thưởng khi con đã bỏ công sức làm những điều tốt đẹp cho người khác.,Người chơi nhận được tiền vàng khi hoàn thành các nhiệm vụ hỗ trợ y tế hoặc giải cứu NPC.
31,Thế giới bên ngoài chỉ là tấm gương phản chiếu tâm trí bên trong của con.,"Khi lòng con đầy bực dọc, con nhìn đâu cũng thấy khó chịu. Hãy dọn dẹp tâm trí mình trước.",Thời tiết trong game thay đổi theo chỉ số tâm trạng (Mood bar) của nhân vật.
32,Mỗi giây phút mới là một cơ hội để con làm lại cuộc đời.,"Quá khứ đã qua rồi. Ngay bây giờ, con luôn có quyền chọn một lối sống mới tốt đẹp hơn.",Tính năng reset điểm tiềm năng miễn phí bất cứ lúc nào để người chơi thử hướng đi mới.
33,"Muốn thay đổi thế giới, hãy bắt đầu từ việc thay đổi chính mình.","Đừng cố sửa đổi người khác. Khi con trở nên tốt lành, thế giới xung quanh con sẽ tự chuyển biến.","Khi nhân vật nâng cấp chỉ số 'Nhân từ', các NPC xung quanh sẽ tự động giảm giá bán đồ."
34,Mọi khó khăn vật chất chỉ là tạm thời. Suy nghĩ của con mới là vĩnh viễn.,"Tiền tài có thể đến rồi đi, nhưng năng lực tư duy và sự kiên cường của con thì không ai lấy mất được.","Dù bị lột sạch trang bị, nhân vật vẫn giữ nguyên các kỹ năng cốt lõi đã học."
35,"Khi đã quyết định làm gì, hãy nghĩ và hành động như thể nó đã thành công.",Sự nghi ngờ nửa vời là kẻ thù của thành công. Hãy tin tưởng vào lựa chọn của mình và đi tới cùng.,Tăng tỉ lệ chí mạng của kỹ năng khi người chơi nhấn nút tung chiêu một cách dứt khoát.
36,Đừng chối bỏ những sai lầm. Hãy học hỏi từ chúng để chọn lại tốt hơn.,"Mắc sai lầm không có gì là xấu hổ cả, đó là cách duy nhất giúp con thông minh lên.",Hệ thống 'Nhật ký thất bại' ban tặng danh hiệu tăng thủ khi người chơi thua 3 lần liên tiếp.
37,"Hãy bớt dùng cái đầu phân tích đi, hãy để trái tim lên tiếng.",Lý trí quá mức dễ làm con mệt mỏi và do dự. Đôi khi hãy tin vào trực giác và cảm xúc của mình.,"Trong các tình huống khẩn cấp, lựa chọn theo cảm xúc sẽ dẫn đến lối thoát an toàn nhất."
38,Con không bao giờ có thể thất bại hoàn toàn trong cuộc chơi này.,Mọi trải nghiệm đều là vốn liếng tích lũy. Đích đến cuối cùng của chúng ta đều là sự trưởng thành.,"Không có cơ chế xóa nhân vật khi chết (Permanent Death), mọi thất bại đều được giữ lại kinh nghiệm."
39,Nỗi lo âu chỉ là trò đùa của tâm trí. Hãy hít thở sâu để lấy lại bình yên.,Đừng để những viễn cảnh tồi tệ tự vẽ ra trong đầu làm con kiệt sức. Tập trung vào hiện tại thôi.,Hơi thở nhân vật đều đặn giúp tăng tốc độ hồi phục năng lượng (Mana).
40,"Sự sống là một dòng chảy liên tục, và con chính là người chèo lái.",Đừng đứng im nhìn cuộc đời trôi qua. Hãy chủ động chèo lái con thuyền số phận của mình.,Mở khóa bản đồ thế giới mở sau khi người chơi tự tay hoàn thành nhiệm vụ đóng thuyền.
41,Mọi hành động của con người đều xuất phát từ Tình yêu hoặc Sợ hãi.,"Khi tức giận hay ích kỷ, thực chất là họ đang sợ hãi điều gì đó. Hãy nhìn nhận để bao dung hơn.",Hội thoại chỉ có hai nhánh ứng xử chính: Thấu hiểu (Tình yêu) hoặc Đề phòng (Sợ hãi).
42,Sợ hãi co rút và làm tổn thương. Tình yêu mở rộng và chữa lành.,Lo lắng làm con mệt mỏi và khép kín. Lòng tin và sự sẻ chia giúp con tự do và hạnh phúc hơn.,Chọn nhánh Sợ hãi tăng giáp thủ nhưng giảm tốc chạy. Chọn Tình yêu tăng hồi máu nhóm.
43,"Khi bối rối, hãy tự hỏi: 'Nếu là tình yêu thương, mình sẽ làm gì lúc này?'",Tình thương luôn là kim chỉ nam đúng đắn nhất để giải quyết mọi rắc rối trong các mối quan hệ.,Nút cứu trợ 'Hỏi Thượng đế' sẽ gợi ý lựa chọn mang lại kết cục hòa bình nhất.
44,Điều duy nhất lòng con hằng tìm kiếm là được yêu thương vô điều kiện.,Đừng cố gắng thay đổi bản thân để vừa mắt người khác. Con xứng đáng được yêu vì chính con.,Nhận được buff 'Tự tin tuyệt đối' khi nói chuyện chân thành với NPC tri kỷ.
45,"Tình yêu đích thực là cho nhau tự do, không phải là ràng buộc hay kiểm soát.",Yêu thương ai đó là mong họ được hạnh phúc và tôn trọng những lựa chọn riêng của họ.,Thả tự do cho các thú nuôi hoặc NPC đồng hành sẽ nhận được điểm chúc phúc may mắn.
46,Nỗi sợ hãi hoạt động như một thỏi nam châm hút về những điều con lo sợ.,"Càng lo lắng điều gì xảy ra, con càng dễ vô tình làm cho điều đó xảy ra. Hãy buông lỏng đi.",Boss sẽ mạnh lên nếu chỉ số hoảng sợ (Fear bar) của nhân vật quá cao.
47,Sự tức giận chỉ là lớp mặt nạ che đậy nỗi sợ hãi bên trong.,"Khi ai đó quát mắng con, thực ra họ đang lo sợ mất đi quyền kiểm soát hay sự an toàn. Hãy thương họ.",Sử dụng kỹ năng 'Xoa dịu' để hóa giải trạng thái cuồng nộ của quái vật.
48,Không có kẻ thù nào ở ngoài kia. Tất cả chỉ là bài học để con chọn cách yêu thương.,"Nghịch cảnh xuất hiện không phải để hại con, mà để thử thách xem lòng bao dung của con lớn đến đâu.",Chế độ 'Vô hại' (Pacifist mode) cho phép người chơi vượt ải mà không cần tiêu diệt bất kỳ ai.
49,Nỗi sợ lớn nhất của con là thấy mình không xứng đáng. Nhưng con luôn hoàn hảo.,Bỏ qua những lời chê bai bên ngoài đi. Con sinh ra đã là một sự kỳ diệu rồi.,"Khi nhân vật bị dính bùa hại giảm chỉ số tự tin, hãy soi gương để hóa giải bùa chú."
50,"Nếu không có bóng tối, con sẽ không bao giờ biết trân trọng ánh sáng.","Khó khăn, mệt mỏi xuất hiện để con biết quý trọng những ngày bình yên và khỏe mạnh.",Màn đêm trong game giúp hồi năng lượng nhanh hơn để chuẩn bị cho cuộc hành trình ban ngày.
51,Hãy tha thứ cho bản thân mình trước hết. Con đã làm tốt nhất có thể rồi.,"Đừng dằn vặt vì những chuyện đã qua. Con không thể thay đổi quá khứ, nhưng có thể chọn lại ở hiện tại.",Sử dụng tính năng 'Tha thứ' để xóa sạch các điểm trừ trạng thái do quyết định sai trước đó.
52,Nói ra sự thật bằng tình yêu thương sẽ không bao giờ gây tổn thương thực sự.,"Hãy chân thành và thẳng thắn với mọi người, nhưng với một thái độ nhẹ nhàng và muốn tốt cho họ.",Các dòng thoại 'Chân thành' giúp thuyết phục NPC thành công mà không cần dùng tiền thuyết khách.
53,"Tình thương của Ta luôn ở đó, con không cần phải cố gắng làm gì để giành lấy.","Con luôn được bao bọc và nâng đỡ bởi vũ trụ, dù con có đang cảm thấy mình tệ hại thế nào.",Thanh năng lượng 'Ân sủng' tự động đầy lại mỗi khi nhân vật rơi vào trạng thái nguy kịch.
54,"Càng cố bám chặt và sở hữu, con càng dễ cảm thấy lo sợ mất mát.",Hãy học cách buông lỏng. Những gì thực sự thuộc về con sẽ không bao giờ mất đi.,"Túi đồ của nhân vật càng nhẹ, tốc độ di chuyển và né tránh đòn đánh càng cao."
55,Những người thông thái luôn chọn Tình yêu trong mọi hoàn cảnh.,"Dù đời có đối xử tệ với con, hãy chọn cư xử tử tế. Đó là cách con bảo vệ năng lượng của mình.",Mở khóa danh hiệu 'Bậc thầy' khi hoàn thành 5 nhiệm vụ liên tiếp bằng cách giúp đỡ NPC miễn phí.
56,"Bao dung không phải là ban ơn, mà là nhận ra ai cũng đang có nỗi khổ riêng.","Khi hiểu được hoàn cảnh của người khác, con sẽ tự khắc không còn muốn trách móc hay giận hờn.",Kích hoạt tính năng 'Thấu cảm' để đọc được câu chuyện quá khứ đau buồn của kẻ thù.
57,"Khi con sợ hãi, con đang tạm thời quên mất sức mạnh thực sự của mình.",Sợ hãi chỉ là một đám mây mù tạm thời che khuất vầng mặt trời tự tin bên trong con. Hãy thổi bay nó.,Sử dụng chiêu thức 'Tỏa sáng' để xua đuổi các quái vật bóng tối xung quanh.
58,Món quà lớn nhất con có thể tặng người khác là sự trân trọng và lắng nghe.,"Đôi khi người ta không cần con cho tiền bạc hay lời khuyên, họ chỉ cần một người chịu lắng nghe.",Nhận được thông tin mật để làm nhiệm vụ ẩn khi người chơi kiên nhẫn nghe hết câu chuyện của NPC.
59,Bản chất của con là tình yêu thương. Cư xử tử tế chỉ là con đang về đúng nhà.,Lòng tốt không phải là thứ phải cố gắng gượng ép. Đó là trạng thái tự nhiên và thoải mái nhất của con.,Nhân vật nhận được buff tăng kháng hiệu ứng xấu khi ở gần các khu vực làng mạc yên bình.
60,Hãy yêu thương cả những góc tối và những sai lầm của chính mình.,Đừng ghét bỏ những lúc yếu đuối hay vụng về. Hãy ôm lấy chúng và vỗ về bản thân như một đứa trẻ.,Nhân vật được hồi đầy máu khi người chơi chọn biểu cảm tự ôm lấy mình trong game.
61,"Cái chết không phải là kết thúc, nó chỉ là một sự thay đổi hình thức sống.",Linh hồn con là bất tử. Rời bỏ thân xác giống như việc con cởi bỏ một chiếc áo cũ đã sờn lòng.,"Khi nhân vật hết máu, linh hồn sẽ bay lên dạng linh thể để tiếp tục dạo chơi và tự hồi sinh."
62,Thời gian tuyến tính chỉ là ảo ảnh. Quá khứ và tương lai đều nằm ở hiện tại.,Mọi sự tiếc nuối hay lo lắng đều vô nghĩa. Chỉ có khoảnh khắc 'Bây giờ' mới là thực sự có thật.,Cơ chế tua nhanh thời gian hoặc quay lại khoảnh khắc trước đó bằng cách sử dụng cát thời gian.
63,Cái chết thực chất là một chuyến trở về Nhà đầy bình yên và hạnh phúc.,Đừng sợ hãi cái chết. Đó là lúc linh hồn con được cởi bỏ mọi gánh nặng và hòa vào nguồn sáng ấm áp.,"Nhạc nền game chuyển sang giai điệu êm dịu, ấm áp khi nhân vật chuyển giao cõi giới."
64,Sức mạnh lớn nhất nằm ở khoảnh khắc Bây giờ. Hãy hiện diện hoàn toàn.,Đừng mộng du trong lo âu nữa. Hãy chú ý đến những gì đang diễn ra ngay trước mắt con lúc này.,Tăng 50% tỉ lệ né tránh đòn đánh khi người chơi tập trung bấm phím đúng nhịp điệu.
65,Không ai ra đi mà không có sự tự nguyện thầm kín của linh hồn họ.,Sự ra đi của mỗi người đều là một lựa chọn ở cấp độ sâu thẳm của linh hồn. Hãy tôn trọng hành trình đó.,NPC đồng hành chỉ rời đi khi mạch truyện của họ đã thực sự hoàn thành viên mãn.
66,"Thời gian là một vòng quay tĩnh lặng, con chọn phân vùng nào để trải nghiệm?",Mọi kịch bản cuộc đời đều đã có sẵn. Việc con tập trung vào năng lượng nào sẽ quyết định tương lai đó.,Bản đồ hiển thị nhiều ngả rẽ tương lai khác nhau dựa trên chỉ số tâm trạng hiện tại của con.
67,"Khi qua đời, con luôn có quyền chọn đi tiếp hoặc quay trở lại trần thế.","Ý chí tự do của con là tối thượng, kể cả sau khi con rời bỏ thân xác vật lý này.","Khi Game Over, người chơi được chọn: 'Hồi sinh tại chỗ' hoặc 'Tiến nhập cõi linh hồn'."
68,Thế giới vật chất này là nơi con biến những bài học lý thuyết thành trải nghiệm thực tế.,"Trái Đất là một sân chơi tuyệt vời để con trực tiếp nếm trải thế nào là yêu thương, bao dung, dũng cảm.",Mọi kỹ năng chủ động chỉ có thể nâng cấp bằng cách sử dụng trực tiếp trong thực chiến.
69,Tiếc nuối quá khứ và lo lắng tương lai chỉ làm con kiệt sức ở hiện tại.,Hãy buông bỏ những gì đã qua và bớt lo xa. Sống trọn vẹn ngày hôm nay là cách tốt nhất.,Loại bỏ hoàn toàn thanh đo 'Thời gian đếm ngược' giúp người chơi thoải mái khám phá game.
70,"Sau khi qua đời, con sẽ đoàn tụ với những người con hằng yêu thương.",Sợi dây kết nối bằng tình yêu thương là bất tử. Con sẽ gặp lại họ ở cõi sáng.,Mở khóa tính năng triệu hồi các linh hồn đồng hành cũ để hỗ trợ trong các trận chiến lớn.
71,Qua đời chỉ giống như việc con chuyển kênh tivi từ tần số này sang tần số khác.,Năng lượng không tự mất đi. Con chỉ chuyển từ trạng thái vật chất thô đặc sang linh hồn thanh khiết.,Người chơi có thể chuyển đổi góc nhìn giữa thế giới vật chất và thế giới linh hồn bằng 1 nút bấm.
72,Cuộc sống trần thế là cơ hội để con biến ý nghĩ vĩ đại nhất thành hiện thực.,"Đừng chỉ nghĩ về lòng tốt, hãy hành động. Cuộc đời này là để con thể hiện lòng tốt ra bằng hành động.",Hoàn thành các nhiệm vụ 'Hành động tử tế' mang lại danh vọng và sự kính trọng từ NPC.
73,Thời gian tuyến tính giúp con thưởng thức từng phần của cuộc sống một cách thong thả.,"Hãy thong thả tận hưởng từng khoảnh khắc đời thường, đừng vội vã chạy đua với thời gian làm gì.",Nhân vật di chuyển thong thả trên đường sẽ tự động phát hiện ra các rương báu ẩn.
74,Không có địa ngục hay lửa thiêu đốt vĩnh viễn nào cả. Đó chỉ là nỗi sợ tự vẽ ra.,Thượng đế không bao giờ tạo ra một nơi để hành hạ con cái mình. Con luôn được an toàn và tự do.,"Loại bỏ hoàn toàn các khu vực ngục tối bạo lực, thay thế bằng các câu đố thử thách trí tuệ."
75,Hành trình trở về với Ta là một vòng tròn hoàn hảo của sự sống.,"Dù con có đi lạc xa đến đâu, cuối cùng con vẫn sẽ quay trở về với nguồn sáng ấm áp của Ta.","Bản đồ trò chơi được thiết kế theo hình vòng tròn, đi hết thế giới sẽ quay lại điểm xuất phát."
76,"Thời gian và Không gian thực chất chỉ là một, phụ thuộc vào góc nhìn của con.","Khi con tập trung và vui vẻ, thời gian trôi rất nhanh. Khi con lo âu, một giây cũng dài như một năm.",Tốc độ ngày đêm trong game tự động nhanh hơn khi người chơi đang làm các hoạt động vui nhộn.
77,Mục đích duy nhất của sự sống là trải nghiệm sự vinh quang của chính con.,Hãy sống rực rỡ và trọn vẹn nhất có thể. Con sinh ra là để tỏa sáng chứ không phải để lầm lũi lo sợ.,Nhân vật phát ra hào quang rực rỡ khi hoàn thành xuất sắc một nhiệm vụ cốt truyện chính.
78,"Linh hồn con là một dòng chảy bất tận, không có bắt đầu cũng chẳng có kết thúc.",Con đã luôn tồn tại và sẽ luôn tồn tại. Hãy mỉm cười trước sự vĩnh cửu của chính mình.,"Sau khi phá đảo game, người chơi có thể chơi lại ở chế độ New Game+ giữ nguyên mọi chỉ số."
79,"Sau khi qua đời, con sẽ nhìn lại cuộc đời mình bằng sự thấu hiểu và lòng biết ơn.",Không có ai phán xét con cả. Tự con sẽ nhìn lại và mỉm cười nhận ra mọi sự kiện đều là bài học quý.,Màn hình tổng kết cuối game hiển thị lại những khoảnh khắc đẹp nhất hành trình kèm nhạc êm dịu.
80,Mỗi giây phút con sống là một cơ hội vàng để viết tiếp trang sử của linh hồn.,Hãy trân quý từng ngày con được thở và trải nghiệm cuộc đời này dưới hình hài con người.,"Mỗi ngày đăng nhập vào game, người chơi được nhận một món quà nhỏ từ Vũ trụ."
81,"Mục đích cuộc sống không phải là đi tới đích, mà là nhận ra con đang ở đây.",Đừng mải miết chạy theo mục tiêu tương lai mà quên mất việc thưởng thức những gì đang có ở hiện tại.,Phần thưởng lớn nhất nằm ở việc khám phá các chi tiết trên đường đi chứ không phải ở rương cuối.
82,"Những xã hội tiến bộ sống bằng sự chia sẻ, không bạo lực và không cạnh tranh.","Học cách hợp tác và giúp đỡ lẫn nhau thay vì suốt ngày so bì, tranh giành và đấu đá.",Chế độ chơi Co-op (đồng đội): Người chơi chỉ có thể vượt ải khi hỗ trợ và chia sẻ tài nguyên cho nhau.
83,Hãy thức tỉnh những người xung quanh bằng chính lối sống tử tế của con.,"Đừng giảng đạo lý suông. Hãy sống thật tốt, thật vui vẻ và hòa ái, tự khắc mọi người sẽ học theo con.","Hào quang tử tế của nhân vật tự động lan tỏa, giúp tăng chỉ số hạnh phúc của các NPC xung quanh."
84,"Năm thái độ của Thượng đế: Vui vẻ, Thương yêu, Chấp nhận, Chúc phúc và Biết ơn.",Hãy thực hành 5 điều này mỗi ngày để cuộc sống của con luôn ngập tràn năng lượng tích cực.,Sở hữu 5 biểu cảm (Emote) cốt lõi này để giải nhanh các tình huống đối thoại căng thẳng.
85,Những người văn minh không sở hữu đất đai. Họ là người chăm sóc chung.,"Trái Đất là của chung vạn vật. Hãy trân quý tự nhiên và bảo vệ môi trường thay vì tàn phá, vơ vét.","Người chơi trồng cây, dọn rác trên bản đồ sẽ nhận được điểm tích lũy danh dự của rừng xanh."
86,"Chữa lành thực chất là chấp nhận mọi thứ hiện tại, rồi chọn nước đi tốt tiếp theo.",Đừng tốn sức oán trách hay kháng cự hoàn cảnh hiện tại. Hãy chấp nhận nó trước rồi tìm giải pháp.,"Khi nhân vật bị dính bẫy, việc nhấn 'Chấp nhận' giúp giảm nửa thời gian bị khống chế."
87,"Trò chơi vũ trụ là việc con tạm quên đi sức mạnh của mình, rồi hạnh phúc nhớ lại.",Con giống như một triệu phú giả vờ nghèo khổ để nếm trải cảm giác nỗ lực vươn lên. Hãy tận hưởng cuộc chơi.,"Nhân vật bắt đầu game ở cấp độ 1 với ký ức bị phong ấn, mở khóa kỹ năng dần qua các sự kiện."
88,Cách nhanh nhất để tự giúp mình tỉnh thức là dấn thân giúp đỡ người khác.,"Khi con tập trung mang lại niềm vui và sự bình an cho người khác, con sẽ tự quên đi nỗi buồn của mình.","Khi làm nhiệm vụ cứu hộ người khác, nhân vật tự động được hồi đầy thanh năng lượng tinh thần."
89,Không có nợ nần kiếp trước hay sự trừng phạt bắt buộc nào cả. Con luôn tự do.,Đừng tin vào những lý thuyết nghiệp báo đáng sợ để tự làm mình lo âu. Con luôn được chọn lại nước đi mới.,Người chơi có thể xóa bỏ hoàn toàn lịch sử nhiệm vụ cũ để làm lại một cốt truyện mới tinh.
90,Đừng bắt trẻ con học vẹt. Hãy chỉ chúng cách nhìn thực tế và làm việc hiệu quả.,"Giáo dục tốt nhất là hướng dẫn trẻ tự quan sát cuộc sống, tự do tư duy và tìm ra giải pháp thực tế.",Hệ thống huấn luyện đệ tử: Cho đệ tử tự do thám hiểm bản đồ thay vì bắt làm việc rập khuôn.
91,Con là người đưa thư của Ta. Hãy lan tỏa lòng tốt bằng chính cuộc sống thường ngày.,"Không cần làm điều gì đao to búa lớn. Chỉ cần một nụ cười, một lời hỏi han chân thành là con đã gieo sáng rồi.",Nhận được phần thưởng ẩn khi nhân vật chủ động chào hỏi và chúc lành cho 10 NPC ngẫu nhiên.
92,Người văn minh chủ động quan sát cuộc sống thay vì phản ứng bực dọc vô thức.,"Khi có chuyện không hay xảy ra, hãy dừng lại quan sát và hít thở trước khi nổi giận hay phản ứng dại dột.",Thanh đo 'Tĩnh lặng' tự động kích hoạt khi người chơi dừng bấm phím trong 3 giây trước các đòn đánh.
93,Ngoan ngoãn phục tùng không phải là trưởng thành. Trưởng thành là biết yêu thương.,Đừng làm điều tốt chỉ vì sợ bị phạt hay muốn được khen. Hãy làm vì lòng con thực sự muốn yêu thương.,Mở khóa nhánh cốt truyện ẩn khi người chơi phá vỡ luật lệ cứng nhắc của ngôi làng để cứu một sinh mệnh.
